Employer Name,Employee Social Security Number,EIN,Control Number,Employee First Name,Employee Last Name,Employee Address & Zip Code,State,Employee State ID,"State wages, tips,etc",State Income Tax,Local Wages & Tips,Local Income Tax,Locality Name,"Wages, Tips & other Compensation",Federal Income Tax Withheld,Social Security Wages,Social Security Tax Withheld,Medicare Wages & Tips,Medicare Tax withheld,Social Security Tips,Allocated Tips,Verification Code,Dependent Care Benefits,Non-qualified Plans,12a Column 1,12a Column 2,12b Column 1,12b Column 2,12c Column 1,12c Column 2,12d Column 1,12d Column 2,Statutary Employee,Retirement plan,Third Party Sick Pay,Other
"Katherine Bryant   ,   Unit 1855 Box 3445
DPO AA 72728   ,   34657",259-09-5093,31-4-67-30,4381164,Jordan,Allen,"6640 Robert Street Apt. 365
South Dianeburgh, TN 92863",Michigan,593-74-052,2053,669.625,1092,2331,East Michaelport,5357,803.55,2244,336.6,3026,453.9,871,2723.4,473924,185,226,XK,2718,LC,7412,WV,5018,VG,7169,False,True,False,KQ   38358
"Lisa Bowman   ,   85126 Sanchez Wells
Codyside, MO 32308   ,   97622",687-70-3520,77-8-54-17,6591079,Richard,Lambert,"52400 Howard Skyway
New Abigail, CO 61707",Michigan,252-69-957,1586,809.125,1507,3331,Arianamouth,6473,970.95,2524,378.6,2006,300.9,682,1805.4,567175,152,160,ZM,6166,YS,8693,CD,4178,TQ,3712,False,True,False,JM   77063
"Joseph Harris   ,   579 Hernandez Plaza
Stonemouth, TN 65368   ,   57133",849-75-0579,84-4-57-73,9665054,Shane,Turner,"780 Rebecca Ford Suite 151
Deniseton, LA 54508",Utah,133-01-966,1157,782.25,2433,3099,Matthewshaven,6258,938.7,1604,240.6,3049,457.35,719,2744.1,45447,278,274,CJ,3221,IF,7592,VV,9281,DO,3943,True,False,False,OD   14552
"Elizabeth Weaver   ,   85927 Wesley Ports
North Angela, NM 16423   ,   28759",639-78-2550,25-1-10-16,8307419,Danielle,Gonzalez,"491 Cardenas Ferry Apt. 191
Phillipsmouth, FL 92060",Massachusetts,610-18-504,1923,1028.0,2620,3849,Billybury,8224,1233.6,3957,593.55,3524,528.6,808,3171.6,329196,127,111,YR,5459,YQ,3279,WO,9458,XN,9647,True,False,False,JO   45945
"John Harper   ,   751 Medina Harbor
Lorichester, NC 94491   ,   17286",039-32-5047,44-5-94-03,4268121,Travis,Daniels,"17050 William Via
North David, NJ 69384",Maine,212-30-444,2014,710.25,1770,3186,West William,5682,852.3,1654,248.1,2203,330.45,503,1982.7,171666,223,298,WI,6400,VP,9850,MA,8920,UT,4386,True,True,True,HI   66403
"Jonathan Evans   ,   405 Melissa Cliff Apt. 633
Francobury, KS 37706   ,   27037",471-80-8585,75-5-68-45,4578141,Kara,Peterson,"PSC 9008, Box 4149
APO AA 53265",New Mexico,273-33-616,1129,1052.875,2804,2338,Franklinmouth,8423,1263.45,2379,356.85,2215,332.25,775,1993.5,30565,253,174,WR,3993,JO,1894,BC,6064,HJ,6286,False,True,True,PH   53164
"Pamela Olsen   ,   8122 Dylan Well Apt. 987
Tinahaven, HI 48914   ,   96286",389-07-3260,96-5-88-38,2808186,Ms.,Jenny,"1554 Washington Streets Apt. 277
North Jasminehaven, OH 02007",Arizona,865-53-867,2051,1240.75,2738,3861,East Philipport,9926,1488.9,1145,171.75,3045,456.75,881,2740.5,350834,127,294,ZE,4044,ED,5708,RG,7465,QH,6034,True,True,False,XK   23328
"Carlos Sampson   ,   078 Ariel Branch
Morrismouth, IL 70829   ,   33799",878-46-1096,73-7-81-70,1698865,Robert,Thompson,"6294 Jason Mountains Apt. 585
Perezburgh, VT 70170",Massachusetts,726-17-950,1341,784.25,2434,3476,Deborahside,6274,941.1,2598,389.7,3317,497.55,606,2985.3,916458,245,224,IV,4638,LQ,7452,NC,1175,SN,7262,True,False,True,AJ   68287
"Larry Shannon   ,   235 Joseph Prairie Apt. 543
Raymondhaven, IN 85312   ,   69518",229-30-2423,04-5-46-43,4110940,Robert,English,"943 Lisa Meadows Apt. 257
Valenzuelabury, OH 02070",Utah,254-70-405,2119,1237.75,2963,3975,Nguyenport,9902,1485.3,1096,164.4,2035,305.25,949,1831.5,458572,144,159,IK,1341,SE,6739,EG,9283,TA,4251,False,False,False,OO   58289
"David Smith   ,   538 Payne Hollow
Port Michael, VT 89481   ,   97250",655-03-0946,52-0-50-56,5404994,Elizabeth,Hernandez,"82497 Jones Mountains Suite 415
Lake Kelseyland, AL 62716",Arkansas,495-69-234,1636,752.5,1860,2326,Margaretmouth,6020,903.0,1786,267.9,3409,511.35,701,3068.1,901045,116,266,ZV,4273,PG,5189,KA,3992,FU,9814,False,True,True,DH   86461
"Ashley Stevens   ,   5550 Mary Forge
West Edwardshire, DE 07556   ,   82037",617-97-8619,29-0-65-46,9437509,Ann,Howard,"4102 Alvarado Junction Suite 230
North Michelle, SC 82319",North Dakota,286-02-637,1506,1053.375,1781,3405,Davidbury,8427,1264.05,2537,380.55,2121,318.15,982,1908.9,476289,300,253,QK,7231,GJ,1894,YC,6600,GB,5021,False,False,False,SM   30642
"Krista Jones   ,   USCGC Raymond
FPO AP 23402   ,   35583",261-43-4210,68-2-82-60,7382775,Jeffrey,Rodriguez,"569 Alexander Avenue Suite 562
Hamiltonport, NM 58869",Pennsylvania,193-82-328,1056,1190.5,1904,3421,South Joseph,9524,1428.6,2634,395.1,2322,348.3,698,2089.8,136820,120,268,PR,2242,LZ,4813,JD,3327,QY,4077,True,False,True,RF   68615
"Susan Gibson   ,   558 Clark Square Apt. 335
Justinbury, OH 46345   ,   10505",690-15-8287,84-8-95-90,1587351,Erica,Miller,"25765 Kristi Park
Lake Andrewview, AL 82821",New York,072-00-878,1150,828.125,2155,2451,Hansonhaven,6625,993.75,3068,460.2,3042,456.3,729,2737.8,593693,256,199,VX,1492,ZX,7931,CA,3651,LB,6729,True,False,False,TP   60359
"Gloria Reeves   ,   63207 Lynch Trafficway Suite 966
New Steven, IA 24137   ,   34304",738-15-4797,16-6-65-59,0986575,Travis,Rush,"31431 Jenna Circle
Austinfurt, WA 14201",Arkansas,432-11-824,2367,1159.125,1561,3467,Alexisstad,9273,1390.95,4581,687.15,2872,430.8,814,2584.8,967411,191,242,WC,2722,PI,9347,OC,6261,PQ,1475,True,True,False,NB   65797
"David Tucker   ,   73194 Alexander Springs
Perrystad, DC 89636   ,   24066",146-42-0608,35-7-11-52,8203311,Courtney,Floyd,"640 Tammy Court
Jessicamouth, IA 35366",Hawaii,974-02-166,2697,1217.25,2238,3875,East Jorge,9738,1460.7,1821,273.15,3980,597.0,660,3582.0,783955,231,104,BY,7027,SX,6199,NX,2563,SC,5881,True,False,False,VR   80005
"Jordan Watson   ,   02581 Sue Parkway Apt. 370
East Daniel, KS 84460   ,   09755",361-15-5944,69-7-55-05,8619242,Kenneth,Pollard,"22577 Reid Forks Suite 679
New Clintonberg, WY 96582",West Virginia,723-13-858,2640,1223.875,2801,2089,Port Manuelton,9791,1468.65,3742,561.3,2430,364.5,921,2187.0,73842,233,238,DT,2042,LN,9329,BO,1731,CD,1303,False,True,True,OY   80198
"Adam Allen   ,   92271 Farrell Dam
Baileymouth, AK 17168   ,   31897",578-21-3167,64-9-34-37,1421313,Stephen,Butler,"9943 Fox Turnpike
Christianton, AZ 51879",Utah,335-15-221,1804,822.75,2629,3564,East Amandaside,6582,987.3,3413,511.95,2750,412.5,990,2475.0,345929,117,129,TU,5772,ZC,8753,AT,8448,YS,7563,False,True,True,HP   21399
"Tracy Harvey   ,   248 Davis Mountains Apt. 182
Hillhaven, DE 36919   ,   56311",368-14-5331,84-2-84-68,2148154,Sarah,Rivera,"59675 Monica Run
Sharonborough, VA 04700",Michigan,081-18-236,2700,1158.875,2886,3615,Lake Thomas,9271,1390.65,4403,660.45,2006,300.9,866,1805.4,974500,194,237,WS,4960,ON,1945,AR,5273,TO,6577,False,False,True,ZB   99244
"Brian Reyes   ,   633 Dustin Viaduct
Amberborough, IA 40554   ,   31136",798-72-5348,45-0-28-13,5539812,Shawn,King,"83781 Jacob Island Suite 406
East Todd, KS 43335",New Hampshire,975-69-363,1889,662.75,1549,2111,Justinhaven,5302,795.3,3731,559.65,2244,336.6,936,2019.6,738628,123,238,MD,2349,MJ,8637,BP,5313,SV,6898,False,True,False,UE   33064
"Jasmine Evans   ,   5575 Lisa Ford Suite 266
Delacruzborough, NV 55995   ,   47287",196-51-3676,00-1-91-97,0116308,Kelsey,Torres,"86149 Weiss Knoll
Osbornefurt, MS 49803",Illinois,229-49-589,1703,1075.75,2570,3106,North Robert,8606,1290.9,4855,728.25,3541,531.15,896,3186.9,999638,233,206,SX,9604,QC,7320,QL,7275,OJ,4861,True,True,False,CD   72115
"Joseph Tanner   ,   2219 Edwards Place
Perkinschester, LA 11801   ,   84691",601-21-7650,88-5-73-92,3373447,Brittany,Simon,"903 Miranda Falls Suite 018
Hollowayhaven, NM 26125",Pennsylvania,056-96-019,2037,880.25,1138,2718,South Jessica,7042,1056.3,3253,487.95,3126,468.9,717,2813.4,266247,179,166,SM,5169,LP,2875,FX,8108,RL,5576,False,False,False,TI   57385
"Angela Davis   ,   15262 Elizabeth Lock
Lake Garretttown, WI 22419   ,   39098",906-84-1838,07-4-77-19,8659240,Christian,Steele,"8596 Andrew Pines Suite 657
Port Gerald, IA 93162",Tennessee,845-51-466,2111,730.125,2286,3622,Jamesburgh,5841,876.15,2913,436.95,3740,561.0,681,3366.0,492436,195,133,CC,9522,UF,7754,NY,2158,ZP,4468,True,True,True,VB   67145
"Allison Hodge   ,   068 Thompson Throughway
West Donaldborough, VT 74402   ,   86689",435-44-1998,55-5-27-84,8625782,Connor,Fry,"9839 Crystal Port
North Christina, DC 60882",Minnesota,053-19-288,2610,854.125,2012,2349,New Linda,6833,1024.95,2370,355.5,3477,521.55,512,3129.3,225463,300,243,YN,4711,DO,8729,EN,1842,NK,4676,False,True,True,TD   34611
"Jacob Scott   ,   Unit 5409 Box 2705
DPO AA 91352   ,   45011",578-46-2698,31-3-67-83,0023847,Jonathan,Ford,"5510 Webb Rest
Stephensville, DC 99200",Missouri,122-09-205,1082,657.125,2681,2881,East Leroy,5257,788.55,2163,324.45,2623,393.45,806,2360.7,840118,231,258,KQ,8355,ED,1185,AG,2533,EL,8546,True,False,True,BX   57614
"Victor Warner   ,   19570 Gary Station Suite 917
Smithfurt, MS 91381   ,   67953",042-66-5955,18-4-17-26,4127272,Willie,Boyd,"5346 James Garden
North Jenniferstad, MS 21620",Arkansas,252-83-467,2734,1104.375,1615,2022,North Anthonyview,8835,1325.25,3278,491.7,3635,545.25,632,3271.5,507941,268,183,SN,7706,EH,7772,YO,3778,ZP,7676,True,True,False,UD   99783
"Kimberly Johnson   ,   4262 Valerie Tunnel
Lake Mark, DC 44266   ,   91287",736-57-7742,52-0-06-77,8275635,Linda,Adams,"2719 Latoya Shores Apt. 433
Brownborough, NV 56084",Connecticut,117-65-802,2639,677.25,1852,2050,West Anna,5418,812.7,1149,172.35,3504,525.6,827,3153.6,536629,194,209,HL,4294,HG,1691,FW,5567,HQ,2684,True,True,True,KL   75068
"Jane Ross   ,   PSC 8889, Box 2942
APO AE 53675   ,   19550",786-67-1366,40-8-60-97,0627461,Joshua,Jones,"955 Daniels Parkway
Kimberlyberg, MO 38237",Colorado,683-19-295,1198,755.75,2299,2920,Lake Robert,6046,906.9,3257,488.55,2899,434.85,548,2609.1,987023,198,260,KJ,6328,GR,8590,WZ,5906,NE,4022,False,True,False,UH   26698
"Deanna Johnson   ,   59847 Michelle Extension
Johnstonmouth, TN 37536   ,   02890",259-51-1003,94-4-04-30,1994653,Tiffany,Lewis,"290 Myers Well
West Kyleberg, OR 42698",New Jersey,568-53-701,2845,1105.625,2883,3306,West Melissa,8845,1326.75,1136,170.4,2964,444.6,869,2667.6,371920,111,154,DE,3567,DQ,3936,WR,7130,JM,5517,False,True,True,HW   45994
"Jean Ortega   ,   920 Lawrence Trace
Justinbury, VA 99940   ,   70166",131-27-8634,16-3-00-74,5822143,Brianna,Gomez,"8557 Harrell Plains Suite 348
Port Daltonville, MS 00997",Arizona,948-14-571,2798,914.75,1780,3548,New Michael,7318,1097.7,4300,645.0,3757,563.55,957,3381.3,433992,167,277,YA,2795,JU,9150,IS,6996,QH,7655,False,False,False,QU   90992
"Jennifer Lawson   ,   89818 Sandra Prairie
East Bethany, PA 77210   ,   06229",805-98-9665,77-4-88-56,8887705,Louis,Mullins,"7743 Gwendolyn Views Suite 563
Johnsonburgh, GA 94065",Minnesota,001-05-393,2389,1095.625,1807,2869,East Teresaville,8765,1314.75,2070,310.5,2404,360.6,962,2163.6,208626,275,141,EE,7229,PE,4212,PX,3461,LM,5073,False,False,False,OW   87377
"Joann Curtis   ,   09027 Berger Lodge
New Ericchester, WV 24186   ,   26097",090-67-3002,39-9-49-09,0207068,Sherri,Chavez,"6294 Kelley Pine Suite 515
Maymouth, NV 25268",Montana,073-67-796,2669,964.375,1334,2754,Christophertown,7715,1157.25,4592,688.8,3513,526.95,873,3161.7,32071,245,222,SK,7281,HM,2985,GP,2222,GD,4070,True,True,True,FV   48177
"David Walters   ,   9120 Christina Ports
New Susan, DE 67220   ,   72723",613-16-9740,31-4-74-07,7356424,John,Howard,"2692 Sanders Valley Suite 512
Wellsburgh, NE 91465",Utah,666-50-550,1822,983.375,1379,3899,North Steven,7867,1180.05,3185,477.75,2446,366.9,673,2201.4,881670,106,290,UK,3651,XS,9908,YZ,8058,YC,5063,False,True,False,MJ   84922
"Tracy Baker   ,   869 Edward Lake
South Scott, VT 96007   ,   05453",709-00-4531,64-9-79-77,1311282,Anthony,Brown,"86975 Carlson Spurs
South Phillip, SD 19349",New Jersey,328-21-682,1981,863.875,1109,3237,Lake Walter,6911,1036.65,3573,535.95,2523,378.45,841,2270.7,853384,156,236,GW,7788,KR,6368,JE,6229,JB,3675,True,True,False,EW   24182
"Manuel Martin   ,   PSC 3620, Box 2235
APO AE 94902   ,   85811",106-34-8407,94-9-84-63,7453047,Amanda,Reid,"47668 Hansen Rest Suite 725
Ramirezport, OR 76485",West Virginia,715-43-567,1796,1055.625,2058,2105,Campbellstad,8445,1266.75,1296,194.4,2266,339.9,543,2039.4,405381,244,195,JT,9022,ZT,3861,WW,6194,TO,6154,True,False,False,CR   23523
"Mr. Daniel Payne   ,   6989 Anna Common
Martinhaven, ND 15910   ,   14817",581-44-3614,32-7-63-64,9513891,Andrew,Cox,"1814 John Point
East Ryanchester, RI 69987",South Carolina,022-78-655,1172,1201.625,1766,2830,Amandaland,9613,1441.95,3983,597.45,2316,347.4,625,2084.4,316222,156,282,DW,6966,VN,3419,GL,1491,IZ,7311,False,True,False,YK   76382
"Wendy Craig   ,   4645 Hernandez Fields
Port Jessicaberg, NC 18144   ,   14225",136-50-1826,85-5-57-89,5831041,Connor,Cantrell,"15835 Kristen Glen Suite 600
Anthonyville, DC 14276",Washington,744-49-515,1454,1058.75,2498,2973,New Jon,8470,1270.5,3073,460.95,3164,474.6,717,2847.6,777203,140,164,HU,9535,VY,3755,BV,1300,VD,5943,False,False,True,NO   24160
"Jennifer Munoz   ,   25494 Daniel Brooks Suite 253
New Erikaland, UT 81915   ,   64679",594-70-7478,51-8-23-82,9517251,Tina,Moran,"5259 Brooke Port Suite 745
Christopherhaven, MO 09177",South Carolina,480-58-304,2826,687.0,2540,3711,Port Jayport,5496,824.4,1106,165.9,2485,372.75,555,2236.5,30419,123,292,QI,3920,CN,8309,HY,6391,EU,8723,False,True,False,RV   33033
"Stacy Buchanan   ,   64868 Johnson Roads Apt. 758
Mccartyhaven, MT 55102   ,   13239",481-19-9189,17-6-96-97,8608338,Scott,Gallagher,"9057 Parker Village Suite 876
Lake Lindsayport, ND 56047",South Dakota,814-13-509,1865,724.375,2965,3816,Loriview,5795,869.25,2396,359.4,3678,551.7,777,3310.2,229774,196,149,AT,4625,GI,8490,LW,1415,AW,3117,True,False,True,WH   39735
"William Ferguson   ,   USNS Ibarra
FPO AE 26012   ,   19121",923-56-5998,08-0-81-82,3465021,Jason,Burns,"479 Smith Dam
Lake Kimberlyton, NC 06886",Iowa,233-46-382,2017,1052.375,2630,3598,Kennedyberg,8419,1262.85,2392,358.8,2832,424.8,588,2548.8,681259,174,109,LK,2707,WD,8965,TP,2165,DA,3036,True,True,False,OP   08867
"Allen Walker   ,   7308 Boyle Brooks
Whiteton, WI 94485   ,   88083",016-67-8933,09-0-20-61,4011543,Christina,Nguyen,"154 Cory Stravenue Suite 080
Briggston, MN 25362",Ohio,212-16-740,2321,827.75,1885,2603,South Marieland,6622,993.3,2277,341.55,3307,496.05,688,2976.3,384582,239,226,HL,3364,CQ,3022,AY,3498,BV,3652,True,True,True,DZ   61994
"Jeffrey Lambert   ,   Unit 3759 Box 9036
DPO AE 97009   ,   76224",311-12-9555,30-8-07-23,8372617,Cody,Smith,"Unit 3195 Box 5409
DPO AE 32461",Georgia,432-62-672,1926,654.125,2374,3704,New Melaniemouth,5233,784.95,3474,521.1,3725,558.75,842,3352.5,861642,109,202,KO,9607,WL,1117,MM,9123,AM,2032,False,False,True,HL   10401
"Martin Brown   ,   703 Vanessa Way Suite 634
Annebury, OR 21533   ,   84963",159-35-9379,87-8-06-06,7421157,Christopher,Ryan,"06757 Arnold Orchard
West Jamesmouth, HI 72601",Missouri,577-76-768,1878,1178.625,1890,2975,Lindachester,9429,1414.35,3790,568.5,3610,541.5,868,3249.0,615060,242,212,HB,4812,JR,5746,LT,3352,CS,8626,False,True,False,MZ   68361
"Michael Scott   ,   39179 Thomas Viaduct
Lake Lauraberg, IN 26048   ,   41870",674-37-4575,24-5-83-80,3950686,Donald,Sanders,"05810 Christopher Shoals
Ryanmouth, OK 91150",Washington,736-78-207,2600,1224.75,1232,3284,Bellburgh,9798,1469.7,1319,197.85,3358,503.7,883,3022.2,298910,104,140,IJ,2484,PI,3378,IP,7994,ZM,9307,False,True,False,KZ   83942
"Kristin Thomas   ,   50433 Maria Burgs
Davidstad, MI 63221   ,   77586",831-61-0963,96-9-03-64,1880891,Jacqueline,Riley,"13426 Travis Springs
Victoriaberg, MS 15314",Kentucky,702-33-311,1587,735.125,1685,2731,West Nicolebury,5881,882.15,2265,339.75,2284,342.6,864,2055.6,17455,262,239,RK,7394,CL,8775,VP,6347,MP,5978,False,True,False,LS   77931
"Natalie Jordan   ,   05704 Anthony Dam
Jennifershire, GA 74700   ,   14649",057-30-3196,39-4-86-41,3757635,David,Richards,"0883 Adams Crossroad
Port Michael, NH 12438",Alaska,089-96-143,2044,688.125,2433,3595,Shannonside,5505,825.75,4069,610.35,3058,458.7,902,2752.2,797700,258,268,IX,5421,YY,5459,TK,6712,DG,3407,True,False,True,FB   37220
"Dr. Casey Guzman   ,   322 David Spring Apt. 631
Morrisonshire, RI 25059   ,   98474",519-27-1992,47-8-15-56,6089085,Brittney,Johnson,"36469 Ortiz Valleys Suite 141
Shannonmouth, MS 38479",North Carolina,020-79-391,1544,843.875,1451,2493,Rileyland,6751,1012.65,4054,608.1,2573,385.95,838,2315.7,869174,191,108,SS,8199,HC,9307,DN,4948,LT,7833,False,True,False,UL   18243
"Shelley Hubbard MD   ,   71188 Gonzales Cove Suite 452
Meganville, WA 31327   ,   77869",875-83-3498,32-4-56-23,6479142,Donna,Hayes,"2119 Thomas River
East David, MD 60286",Wisconsin,238-27-156,2122,840.75,1363,2525,East Andrewfort,6726,1008.9,2207,331.05,2104,315.6,929,1893.6,250642,285,172,XM,8109,NG,2726,OM,2419,JB,1516,False,False,True,US   31308
"Aaron Davis   ,   07135 Amy Cliff
Lake Williamfurt, AL 98530   ,   04560",801-74-5510,59-1-85-57,0625306,Troy,Odonnell,"046 Rebecca Spring
Floresburgh, AL 74089",Hawaii,194-07-073,1798,923.125,1187,3617,South Lindaberg,7385,1107.75,1444,216.6,3459,518.85,970,3113.1,723939,116,192,YL,7980,QK,2575,MV,3149,QP,5710,False,False,True,LV   41304
"Heather Pearson   ,   5178 Horn Fort
North Marcusberg, ND 13617   ,   58884",148-01-9301,32-5-69-06,7527230,Laura,Richardson,"41088 Christensen Neck
North Zachary, WI 28743",New York,967-82-931,2462,717.25,2180,2254,West Seanchester,5738,860.7,1766,264.9,3753,562.95,752,3377.7,141113,237,229,XN,1073,TL,3187,GM,3182,EH,6910,True,False,False,YY   86217
"Katelyn Jones   ,   03747 Jorge Lock Apt. 606
Davidbury, VT 07456   ,   11325",017-22-5060,55-5-06-05,1376524,Alex,Rubio,"582 Hayes Corner Suite 364
Larafurt, NV 20025",Colorado,845-60-213,2393,878.0,1644,3817,West Josestad,7024,1053.6,1222,183.3,2792,418.8,829,2512.8,337150,226,251,YC,4972,PR,9131,AS,3256,MB,4768,False,False,True,CV   36567
"Derek Brennan   ,   783 White Meadows
Jessicastad, NC 60835   ,   54048",769-76-4358,56-8-24-40,2931674,James,Valenzuela,"83884 Michael Rue Suite 256
Wayneside, UT 78154",Wyoming,897-25-196,1594,1227.625,2812,3795,Lake Juan,9821,1473.15,4156,623.4,2315,347.25,520,2083.5,805844,289,111,DT,7204,WF,8901,NA,9146,DY,9212,False,True,False,OS   18987
"Katrina Allen   ,   87048 Kelley Valleys
West Nicholaschester, UT 08291   ,   88442",658-51-5502,37-6-52-72,3796888,Sara,Anderson,"9327 Sophia Square
Dylanburgh, LA 35046",Utah,063-02-788,2726,1193.625,1429,3322,East Kevinview,9549,1432.35,4609,691.35,2979,446.85,664,2681.1,765751,261,237,IV,4378,CZ,7682,KU,8544,HZ,9927,True,False,False,KF   32346
"Joshua Boyd   ,   0262 Melissa Throughway
West Danielburgh, OK 82581   ,   35455",530-49-0666,91-1-81-81,4210315,Tiffany,Sampson,"PSC 8521, Box 4302
APO AA 70907",Maine,040-00-665,2496,948.25,1319,3585,South Susanton,7586,1137.9,2182,327.3,3286,492.9,945,2957.4,887465,133,268,XY,4177,YR,9876,TL,3815,PH,6540,False,True,False,LV   14892
"Randy Vasquez   ,   0017 Chad Estate Suite 550
Thompsonborough, CA 03032   ,   88175",177-66-0200,01-4-53-61,2661709,Daniel,Phillips,"3680 Donna Ridge
Nguyenport, FL 14290",Oklahoma,484-36-901,2044,848.0,1901,2635,Kirstenmouth,6784,1017.6,1458,218.7,3998,599.7,757,3598.2,516519,300,278,YC,3310,AW,1888,PB,9913,HX,1847,False,False,False,VO   68869
"Joshua Smith   ,   8119 Hernandez Mountains Apt. 625
Lake Donald, MS 44682   ,   97245",924-79-8193,54-4-34-17,3745103,Paul,Guzman,"304 Dawn Turnpike Apt. 899
Tanyabury, OR 55593",Illinois,597-07-827,1507,1044.0,2224,2200,Josefort,8352,1252.8,2274,341.1,3413,511.95,999,3071.7,878935,278,154,IU,2004,AP,7409,CR,8285,OT,8833,True,True,False,JV   44659
"Jose Simmons   ,   7557 Yesenia Walk Suite 657
South Thomas, MD 64539   ,   02908",737-54-6787,96-1-05-53,2954670,Robert,Cunningham,"385 Cassandra Lock
Paynefurt, KS 44409",Connecticut,716-70-002,1763,698.125,1501,2383,North Sethfort,5585,837.75,3837,575.55,2661,399.15,877,2394.9,336050,212,246,VZ,8645,OM,5054,HZ,7623,NN,2808,False,True,True,RC   32441
"John Robles   ,   7239 Valerie Path
New William, MD 24677   ,   84780",640-66-7048,15-6-18-28,3119290,Louis,Martin,"045 Eric Pike Apt. 254
New Karen, NJ 09424",Missouri,319-10-633,1165,795.5,1827,3764,New Tiffanyland,6364,954.6,4269,640.35,2676,401.4,653,2408.4,932878,180,146,GD,4710,LO,1670,OM,2287,JB,5588,True,True,False,LH   68257
"Sabrina Prince   ,   0010 Jacob Wall Apt. 634
Nicholsport, AL 95830   ,   91912",145-34-2076,24-7-04-72,1216020,Teresa,Wilkins,"3102 Donald Stravenue
North Robert, NH 40910",Idaho,449-89-882,1626,721.625,2359,2229,Adamberg,5773,865.95,1625,243.75,2484,372.6,703,2235.6,397823,209,215,GF,7636,CL,8790,XH,9812,HC,7279,False,True,False,VC   50952
"Hannah Madden   ,   192 Denise Corners Suite 266
Bryanbury, SD 89733   ,   70113",314-75-2131,20-9-36-06,8005429,Marie,Allen,"2359 Ayala Mountain
Powellville, IA 58515",Utah,516-28-809,2676,793.0,1845,3774,Port Linda,6344,951.6,5000,750.0,3551,532.65,692,3195.9,76160,197,159,QL,9836,JD,3430,CQ,5136,TQ,7266,False,True,True,CK   21630
"Matthew Parker   ,   6169 Sims Forges Suite 997
Allisonborough, AL 90138   ,   79000",709-99-9854,59-4-33-43,1336108,Justin,Lawrence,"216 Turner Estate Apt. 193
West Jamesside, OR 11055",Ohio,933-74-203,2310,864.75,2754,3270,East Sandra,6918,1037.7,1547,232.05,3357,503.55,881,3021.3,6344,288,247,UZ,5965,RQ,5739,RM,4990,IM,8392,True,False,False,RB   31031
"Abigail Stafford   ,   8569 Deleon Locks Apt. 587
Dianaland, NM 24693   ,   92243",622-80-2363,05-2-50-39,3017248,Erika,Beck,"02581 Boyd Branch Suite 638
New Reginashire, VA 22294",New York,540-73-924,1666,1027.25,2726,2585,Robertberg,8218,1232.7,1503,225.45,2467,370.05,627,2220.3,529659,109,238,CG,4388,EU,7648,EU,7097,QH,9084,False,False,False,BO   99626
"Tanya Ochoa   ,   1683 Adams Brooks Suite 204
Port Paige, WA 22613   ,   55612",739-88-4429,06-3-80-88,2661631,Shannon,Gallagher,"0078 Monica Hills
West Debra, MS 87543",Iowa,340-69-581,2608,1172.75,1500,2231,Christophertown,9382,1407.3,1440,216.0,2921,438.15,629,2628.9,48640,246,259,CK,4280,XE,7119,BU,5431,IH,1065,True,False,True,XT   82453
"Ana Simpson   ,   7816 Gloria Spring Suite 693
West Anthonyberg, NJ 75088   ,   72070",648-00-4256,00-8-24-61,3753682,Kathryn,Johnson,"94146 Moore Course Suite 663
Josephview, NJ 95935",Delaware,649-31-921,1807,1135.0,2686,2305,North Jill,9080,1362.0,3918,587.7,2968,445.2,744,2671.2,588173,171,144,PD,8200,WP,5118,GL,5689,DG,9358,True,True,True,UG   78806
"Kevin Mosley   ,   53585 Cameron Flats Apt. 901
East Andrewfort, NJ 89020   ,   79386",044-70-7667,85-2-78-24,4417027,Leslie,Wolf,"0262 Velasquez Courts Suite 490
Lake Thomasfort, MT 14913",Utah,637-56-204,1196,1048.125,1616,2259,East Katie,8385,1257.75,1239,185.85,3008,451.2,537,2707.2,424238,210,170,CO,2333,MM,5204,DX,9532,MN,5505,False,True,False,SL   80675
"Timothy Riley   ,   40213 Jones Alley Apt. 997
Owensshire, CT 31306   ,   36242",288-10-5563,88-6-36-10,5119420,Jacqueline,Adkins,"144 Kristina Station Apt. 834
Jonesview, OH 47217",Idaho,443-28-130,1753,928.125,2239,3875,Wellsview,7425,1113.75,4841,726.15,3208,481.2,503,2887.2,525809,148,275,KB,7470,PT,5324,WO,9275,MD,3355,False,False,True,XU   28740
"Jack Browning   ,   592 Smith Fields
New Justin, VA 89904   ,   30520",493-94-9713,02-4-67-28,0698495,James,Orr,"7625 James Mill Apt. 049
Johnsonshire, TN 34602",North Dakota,832-73-243,2698,826.625,2054,3723,South Daniel,6613,991.95,1787,268.05,3363,504.45,724,3026.7,58284,109,140,XH,8498,XT,5249,OL,9736,ME,7128,True,True,False,QO   60442
"Patrick Johnson   ,   0784 Sarah Spurs Suite 208
South Christineburgh, IA 06867   ,   54416",284-08-5440,66-1-98-36,2757874,Robert,Hubbard,"12152 Brent Flat Apt. 005
Cynthiastad, MT 07738",Illinois,655-90-985,2950,722.25,1419,2006,East Julieside,5778,866.7,3518,527.7,2823,423.45,831,2540.7,515187,255,124,NF,1318,BD,9423,CF,4106,LQ,1649,True,True,False,MS   04325
